prop,cu_high,cu_low
0.726,1931.0681252991433,1695.044214665595
0.727,1931.5796812134467,1695.4217374761724
0.728,1932.0921669594966,1695.7999464926652
0.729,1932.6055905854641,1696.1788476545373
0.73,1933.119960217946,1696.5584469591308
0.731,1933.6352840631241,1696.9387504625204
0.732,1934.1515704079463,1697.3197642803852
0.733,1934.6688276213285,1697.7014945888961
0.734,1935.1870641553803,1698.0839476256194
0.735,1935.7062885466485,1698.4671296904362
0.736,1936.226509417388,1698.851047146478
0.737,1936.747735476853,1699.2357064210826
0.738,1937.2699755226138,1699.6211140067621
0.739,1937.7932384418957,1700.0072764621943
0.74,1938.317533212945,1700.3942004132293
0.741,1938.8428689064183,1700.781892553915
0.742,1939.3692546868003,1701.1703596475436
0.743,1939.8966998138455,1701.5596085277148
0.744,1940.425213644049,1701.9496460994224
0.745,1940.954805632144,1702.3404793401583
0.746,1941.4854853326276,1702.73211530104
0.747,1942.0172624013178,1703.1245611079585
0.748,1942.5501465969376,1703.5178239627467
0.749,1943.0841477827305,1703.9119111443733
0.75,1943.6192759281087,1704.3068300101581
0.751,1944.1555411103302,1704.7025879970106
0.752,1944.692953516212,1705.0991926226925
0.753,1945.2315234438738,1705.4966514871069
0.754,1945.7712613045187,1705.8949722736102
0.755,1946.312177624246,1706.2941627503515
0.756,1946.8542830459025,1706.6942307716388
0.757,1947.3975883309704,1707.0951842793306
0.758,1947.9421043614896,1707.4970313042566
0.759,1948.4878421420242,1707.8997799676677
0.76,1949.034812801663,1708.3034384827129
0.761,1949.583027596065,1708.7080151559483
0.762,1950.132497909543,1709.1135183888757
0.763,1950.6832352571926,1709.5199566795125
0.764,1951.2352512870618,1709.9273386239945
0.765,1951.7885577823693,1710.3356729182108
0.766,1952.3431666637637,1710.7449683594732
0.767,1952.8990899916344,1711.1552338482206
0.768,1953.456339968468,1711.5664783897582
0.769,1954.014928941254,1711.9787110960324
0.77,1954.5748694039437,1712.3919411874456
0.771,1955.1361739999566,1712.8061779947072
0.772,1955.6988555247449,1713.2214309607245
0.773,1956.2629269284105,1713.6377096425344
0.774,1956.8284013183766,1714.0550237132754
